"filename", "language", "Dart", "comment", "blank", "total"
"/Users/ganneyd/softwaredev/inventory_v1/lib/core/error/exceptions.dart", "Dart", 6, 10, 6, 22
"/Users/ganneyd/softwaredev/inventory_v1/lib/core/error/failures.dart", "Dart", 42, 30, 13, 85
"/Users/ganneyd/softwaredev/inventory_v1/lib/core/usecases/usecases.dart", "Dart", 10, 5, 3, 18
"/Users/ganneyd/softwaredev/inventory_v1/lib/core/util/unit_of_issue.dart", "Dart", 33, 10, 11, 54
"/Users/ganneyd/softwaredev/inventory_v1/lib/core/util/unit_of_issue.g.dart", "Dart", 60, 4, 8, 72
"/Users/ganneyd/softwaredev/inventory_v1/lib/core/util/util.dart", "Dart", 1, 0, 1, 2
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/datasources/local_database.dart", "Dart", 115, 14, 22, 151
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/models/checked-out/checked_out_model.dart", "Dart", 37, 4, 10, 51
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/models/checked-out/checked_out_model.g.dart", "Dart", 48, 4, 8, 60
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/models/part/adapter.dart", "Dart", 17, 3, 2, 22
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/models/part/part_model.dart", "Dart", 26, 15, 4, 45
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/models/part/part_model.freezed.dart", "Dart", 378, 15, 26, 419
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/models/part/part_model.g.dart", "Dart", 99, 7, 12, 118
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/models/pol/pol_model.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/repositories/checked_out_part_repository_implementation.dart", "Dart", 112, 0, 12, 124
"/Users/ganneyd/softwaredev/inventory_v1/lib/data/repositories/part_repository_implementation.dart", "Dart", 165, 11, 20, 196
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/entities/checked-out/checked_out_entity.dart", "Dart", 39, 7, 9, 55
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/entities/part/part_entity.dart", "Dart", 67, 13, 15, 95
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/repositories/checked_out_part_repository.dart", "Dart", 14, 6, 6, 26
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/repositories/part_repository.dart", "Dart", 27, 12, 13, 52
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/add_part.dart", "Dart", 21, 0, 5, 26
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/checkout/add_checkout_parts.dart", "Dart", 51, 0, 8, 59
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/checkout/checkout_usecase_bucket.dart", "Dart", 5, 0, 1, 6
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/checkout/get_all_checkout_parts.dart", "Dart", 30, 0, 4, 34
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/checkout/get_most_recent_checkout_parts.dart", "Dart", 0, 0, 2, 2
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/checkout/get_unverified_checkout_parts.dart", "Dart", 42, 0, 4, 46
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/checkout/verify_checkout_part.dart", "Dart", 48, 0, 7, 55
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/delete_part.dart", "Dart", 21, 0, 6, 27
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/edit_part.dart", "Dart", 21, 0, 5, 26
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/get_all_part.dart", "Dart", 30, 0, 5, 35
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/get_database_length.dart", "Dart", 12, 0, 4, 16
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/get_low_quantity_parts.dart", "Dart", 46, 0, 7, 53
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/get_part_by_name.dart", "Dart", 32, 0, 5, 37
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/get_part_by_nsn.dart", "Dart", 32, 0, 5, 37
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/get_part_by_part_number.dart", "Dart", 32, 0, 5, 37
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/get_part_by_serial_number.dart", "Dart", 32, 0, 5, 37
"/Users/ganneyd/softwaredev/inventory_v1/lib/domain/usecases/usecases_bucket.dart", "Dart", 11, 0, 1, 12
"/Users/ganneyd/softwaredev/inventory_v1/lib/main.dart", "Dart", 12, 0, 3, 15
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/dependency_check/app.dart", "Dart", 43, 0, 4, 47
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/dependency_check/cubit/dependency_check_cubit.dart", "Dart", 101, 12, 23, 136
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/dependency_check/cubit/dependency_check_state.dart", "Dart", 19, 1, 4, 24
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/dependency_check/cubit/dependency_check_state.freezed.dart", "Dart", 225, 15, 23, 263
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/add_part/cubit/add_part_cubit.dart", "Dart", 116, 15, 10, 141
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/add_part/cubit/add_part_state.dart", "Dart", 32, 1, 4, 37
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/add_part/cubit/add_part_state.freezed.dart", "Dart", 398, 15, 23, 436
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/add_part/view/add_part_view.dart", "Dart", 154, 6, 10, 170
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/checkout/cubit/checkout_cubit.dart", "Dart", 49, 0, 11, 60
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/checkout/cubit/checkout_state.dart", "Dart", 19, 1, 4, 24
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/checkout/cubit/checkout_state.freezed.dart", "Dart", 150, 16, 24, 190
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/checkout/view/checkout_view.dart", "Dart", 132, 2, 4, 138
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/home_page/cubit/home_page_cubit.dart", "Dart", 5, 0, 2, 7
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/home_page/cubit/home_page_state.dart", "Dart", 20, 1, 4, 25
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/home_page/cubit/home_page_state.freezed.dart", "Dart", 142, 15, 23, 180
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/home_page/view/home_page_buttons.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/home_page/view/home_page_view.dart", "Dart", 55, 0, 4, 59
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/manage_inventory/cubit/manage_inventory_cubit.dart", "Dart", 174, 15, 27, 216
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/manage_inventory/cubit/manage_inventory_state.dart", "Dart", 30, 1, 4, 35
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/manage_inventory/view/check_out_part_page_view.dart", "Dart", 159, 2, 11, 172
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/manage_inventory/view/manage_inventory_view.dart", "Dart", 127, 0, 4, 131
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/manage_inventory/view/part_page_view.dart", "Dart", 122, 0, 8, 130
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/pages_bucket.dart", "Dart", 2, 0, 1, 3
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/part_view/cubit/part_view_cubit.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/part_view/cubit/part_view_state.dart", "Dart", 20, 1, 4, 25
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/part_view/cubit/part_view_state.freezed.dart", "Dart", 143, 15, 23, 181
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/search_results/cubit/search_results_cubit.dart", "Dart", 133, 17, 18, 168
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/search_results/cubit/search_results_state.dart", "Dart", 29, 1, 4, 34
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/search_results/cubit/search_results_state.freezed.dart", "Dart", 316, 20, 28, 364
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/search_results/view/add_to_cart_dialog.dart", "Dart", 89, 2, 5, 96
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/search_results/view/cart_drawer.dart", "Dart", 91, 6, 5, 102
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/search_results/view/part_not_found.dart", "Dart", 13, 0, 3, 16
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/search_results/view/search_results_section.dart", "Dart", 52, 2, 2, 56
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/pages/search_results/view/search_results_view.dart", "Dart", 142, 4, 9, 155
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/utils/number_input_formatter.dart", "Dart", 12, 2, 3, 17
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/utils/text_input_formatter.dart", "Dart", 19, 3, 4, 26
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/utils/utils_bucket.dart", "Dart", 3, 1, 2, 6
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/utils/validator.dart", "Dart", 16, 1, 2, 19
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/buttons/large_button_widget.dart", "Dart", 21, 0, 2, 23
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/buttons/small_button_widget.dart", "Dart", 25, 0, 2, 27
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/dialogs/go_to_homeview_dialog.dart", "Dart", 30, 0, 2, 32
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/form/drop_down_widget.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/form/form_fields_widget.dart", "Dart", 44, 0, 2, 46
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/generic_app_bar_widget.dart", "Dart", 36, 2, 3, 41
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/loaded_successfully_widget.dart", "Dart", 17, 2, 3, 22
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/loading_widget.dart", "Dart", 10, 2, 3, 15
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/part_display_card_widget.dart", "Dart", 49, 0, 2, 51
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/search_bar_widget.dart", "Dart", 35, 0, 3, 38
"/Users/ganneyd/softwaredev/inventory_v1/lib/presentation/widgets/widget_bucket.dart", "Dart", 4, 0, 1, 5
"/Users/ganneyd/softwaredev/inventory_v1/lib/route_generator.dart", "Dart", 49, 1, 5, 55
"/Users/ganneyd/softwaredev/inventory_v1/lib/service_locator.dart", "Dart", 68, 11, 11, 90
